"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
1003303,"     C/2014 AA52 (Catalina)","2014 AA52",Catalina,C,,,0,,,13.6,,4.5,,,,,,,,,,,,,,,"JPL 42",2456950.5,56950,2014-10-20.0,J2000,1.0004,-4724,2.003,105.21,330.49,292.26,-0.00,,3.035e-06,2457081.14,2015-02-27.6,,,1.44,560,0.645,-0.459,3.3e-06,3.7e+01,4.9e-07,3.0e-05,1.5e-05,5.0e-05,4.7e-06,,3.6e-08,1.8e-04,,HYP,"Otto Matic",624,2014-01-04,2015-09-20,399,,,,.67297,,,,,,,,,
1003298,"     C/2014 B1 (Schwartz)","2014 B1",Schwartz,C,,,0,,,6.2,,6.5,,,,,,,,,,,,,,,"JPL 69",2458165.5,58165,2018-02-16.0,J2000,1.0032,-2972,9.557,28.38,161.39,345.86,0.00,,6.082e-06,2458007.37,2017-09-10.8,,,8.58,3.34e+03,4.23,,7.3e-06,6.8e+00,9.4e-06,1.8e-05,1.8e-05,6.3e-05,3.3e-06,,2.1e-08,1.4e-03,,HYP,"Otto Matic",3008,2014-01-28,2022-04-24,1276,,,,.52682,,,,,,,,,
1003300,"     C/2014 C2 (STEREO)","2014 C2",STEREO,C,,,0,,,14.4,19.7,9.3,5.,0.03,,,,,,,,,,,,,"JPL 8",2456724.5,56724,2014-03-08.0,J2000,1.0000,,0.512,135.50,283.35,56.08,,,,2456706.75,2014-02-18.2,,,0.289,113,1.11,,7.3e-05,,8.5e-06,1.0e-03,2.3e-04,2.9e-03,,,,1.1e-03,,PAR,"Otto Matic",58,2014-01-31,2014-03-30,297,,,,.58155,T,,,,,,,,
1003320,"     C/2014 L5 (Lemmon)","2014 L5",Lemmon,C,,,0,,,6.9,12.7,11.5,5.,0.03,,,,,,,,,,,,,"JPL 18",2456905.5,56905,2014-09-05.0,J2000,1.0026,-2347,6.203,122.81,35.68,45.61,-0.00,,8.669e-06,2456987.88,2014-11-26.3,,,5.4,2.1e+03,2.12,-1.67,3.8e-05,3.4e+01,3.2e-05,1.1e-04,1.1e-04,7.4e-04,1.5e-05,,1.9e-07,8.3e-03,,HYP,"Otto Matic",702,2013-10-12,2015-09-14,75,,,,.60401,,,,,,,,,
1003321,"     C/2014 M1 (PANSTARRS)","2014 M1",PANSTARRS,C,,,0,,,7.2,12.0,12.25,5.,0.03,,,,,,,,,,,,,"JPL 21",2457175.5,57175,2015-06-02.0,J2000,1.0024,-2365,5.577,160.18,234.67,336.74,-0.00,,8.569e-06,2457261.02,2015-08-26.5,,,4.57,1.78e+03,0.412,,2.9e-05,2.9e+01,2.2e-05,4.8e-05,1.1e-04,3.1e-04,1.3e-05,,1.6e-07,3.3e-03,,HYP,"Otto Matic",987,2014-06-24,2017-03-07,86,,,,.47188,,,,,,,,,
1003341,"     C/2014 S1 (PANSTARRS)","2014 S1",PANSTARRS,C,,,0,,,6.9,11.8,10.,5.,0.03,,,,,,,,,,,,,"JPL 11",2456955.5,56955,2014-10-25.0,J2000,1.0008,-1.039e+04,8.137,123.80,352.66,288.83,0.00,,9.307e-07,2456595.83,2013-10-30.3,,,7.55,2.94e+03,5.11,-1.97,6.9e-05,9.1e+02,1.6e-04,2.6e-04,3.6e-04,4.1e-03,4.4e-05,,1.2e-07,6.3e-02,,HYP,"Otto Matic",607,2014-01-14,2015-09-13,45,,,,.39212,,,,,,,,,
1003352,"     C/2014 W3 (PANSTARRS)","2014 W3",PANSTARRS,C,,,0,,,8.9,12.8,10.,5.,0.03,,,,,,,,,,,,,"JPL 10",2457102.5,57102,2015-03-21.0,J2000,1.0070,-871.7,6.066,90.11,286.37,158.92,0.01,,3.83e-05,2456715.70,2014-02-27.2,,,5.14,2e+03,1.05,-0.043,1.4e-04,1.8e+01,1.4e-04,3.0e-04,1.2e-04,2.6e-03,4.5e-04,,1.2e-06,2.2e-02,,HYP,"Otto Matic",442,2014-11-18,2016-02-03,47,,,,.46003,,,,,,,,,
1003356,"     C/2014 W6 (Catalina)","2014 W6",Catalina,C,,,0,,,14.3,,4.5,,,,,,,,,,,,,,,"JPL 18",2457052.5,57052,2015-01-30.0,J2000,1.0017,-1773,3.088,53.56,338.13,209.85,-0.00,,1.32e-05,2457100.50,2015-03-19.0,,,2.17,846,1.95,,2.3e-05,2.3e+01,1.5e-05,2.0e-04,1.1e-04,8.6e-04,1.3e-05,,2.6e-07,3.4e-03,,HYP,"Otto Matic",242,2014-11-20,2015-07-20,139,,,,.69843,,,,,,,,,
1003358,"     C/2014 W8 (PANSTARRS)","2014 W8",PANSTARRS,C,,,0,,,10.6,,10.,,,,,,,,,,,,,,,"JPL 9",2456988.5,56988,2014-11-27.0,J2000,1.0011,-4316,4.899,41.11,224.56,230.78,-0.00,,3.477e-06,2457287.21,2015-09-21.7,,,4.06,1.58e+03,0.763,2.08,6.6e-03,2.5e+04,3.5e-02,2.7e-01,9.3e-02,6.9e-01,9.1e-03,,3.0e-05,2.3e+00,,HYP,"Otto Matic",36,2014-11-12,2014-12-18,32,,,,.31969,,,,,,,,,
1003361,"     C/2014 W10 (PANSTARRS)","2014 W10",PANSTARRS,C,,,0,,,7.1,,10.5,,,,,,,,,,,,,,,"JPL 11",2456922.5,56922,2014-09-22.0,J2000,1.0036,-2114,7.657,83.31,43.25,42.34,-0.01,,1.014e-05,2457436.21,2016-02-17.7,,,6.9,2.68e+03,3.54,0.428,2.4e-04,1.4e+02,5.7e-04,5.8e-04,1.4e-04,1.1e-02,5.1e-04,,1.0e-06,1.2e-01,,HYP,"Otto Matic",378,2013-11-24,2014-12-07,28,,,,.19266,,,,,,,,,
1003365,"     C/2014 Y1 (PANSTARRS)","2014 Y1",PANSTARRS,C,,,0,,,12.8,,4.5,,,,,,,,,,,,,,,"JPL 27",2457131.5,57131,2015-04-19.0,J2000,1.0021,-1065,2.241,14.92,19.52,182.27,-0.01,,2.834e-05,2457405.15,2016-01-17.6,,,1.24,482,1.27,,1.4e-05,7.1e+00,7.9e-06,2.1e-05,1.5e-04,3.8e-04,7.8e-05,,2.8e-07,9.2e-04,,HYP,"Otto Matic",559,2014-11-17,2016-05-29,305,,,,.67527,,1.5e-08,1.6e-08,-3.0e-08,2.9e-08,,,,
1003368,"     C/2015 A2 (PANSTARRS)","2015 A2",PANSTARRS,C,,,0,,,14.3,,4.5,,,,,,,,,,,,,,,"JPL 5",2457032.5,57032,2015-01-10.0,J2000,1.0137,-383.1,5.267,108.90,258.47,212.37,-0.03,,0.0001314,2457264.99,2015-08-30.4,,,4.4,1.71e+03,0.589,,1.2e-02,3.3e+02,2.6e-02,2.1e-01,1.3e-02,7.7e-01,3.9e-02,,1.7e-04,6.4e+00,,HYP,"Otto Matic",50,2014-12-02,2015-01-21,23,,,,.55947,,,,,,,,,
1003371,"     C/2015 B2 (PANSTARRS)","2015 B2",PANSTARRS,C,,,0,,,11.6,,7.,,,,,,,,,,,,,,,"JPL 29",2457406.5,57406,2016-01-19.0,J2000,1.0002,-1.431e+04,3.370,105.09,341.90,284.77,-0.00,,5.759e-07,2457515.07,2016-05-06.5,,,2.96,1.15e+03,0.231,-0.591,4.9e-06,3.0e+02,1.8e-06,2.5e-05,2.4e-05,5.5e-05,2.0e-06,,1.8e-08,3.2e-04,,HYP,"Otto Matic",980,2015-01-06,2017-09-12,242,,,,.51681,,,,,,,,,
1003374,"     C/2015 D3 (PANSTARRS)","2015 D3",PANSTARRS,C,,,0,,,10.9,,4.5,,,,,,,,,,,,,,,"JPL 30",2457634.5,57634,2016-09-03.0,J2000,1.0022,-3705,8.149,128.51,156.98,2.89,0.00,,4.371e-06,2457509.89,2016-05-01.3,,,7.16,2.79e+03,2.75,,1.6e-05,2.7e+01,1.8e-05,3.8e-05,2.2e-05,1.6e-04,5.9e-06,,4.7e-08,2.8e-03,,HYP,"Otto Matic",2510,2013-04-08,2020-02-21,313,,,,.53752,,,,,,,,,
1003535,"     C/2015 E61-B (PANSTARRS)","2015 E61-B",PANSTARRS,C,,,0,,,13.7,16.1,10.,5.,0.03,,,,,,,,,,,,,"JPL 3",2457937.5,57937,2017-07-03.0,J2000,1.0000,-6.341e+04,1.044,6.35,235.26,68.32,0.00,,6.172e-08,2457883.44,2017-05-09.9,,,0.103,40.1,0.0782,,3.7e-04,1.4e+06,7.7e-05,3.2e-04,2.2e-03,1.1e-02,1.1e-04,,2.1e-06,5.4e-03,,HYP,"Otto Matic",189,2017-06-11,2017-12-17,50,,,,.79348,,,,,,,,,
1003383,"     C/2015 G2 (MASTER)","2015 G2",MASTER,C,,,0,,,12.0,,6.,,,,,,,,,,,,,,,"JPL 28",2457250.5,57250,2015-08-16.0,J2000,1.0004,-1974,0.780,147.56,110.06,257.46,0.00,,1.124e-05,2457166.29,2015-05-23.7,,,0.146,56.7,1.39,,2.5e-06,1.2e+01,1.2e-06,5.0e-05,3.8e-05,1.3e-04,8.9e-06,,1.1e-07,2.0e-04,,HYP,"Otto Matic",314,2015-03-30,2016-02-07,562,,,,.60761,,1.2e-08,1.5e-09,5.9e-09,1.0e-09,-4.3e-09,3.8e-10,,
1003387,"     C/2015 H2 (PANSTARRS)","2015 H2",PANSTARRS,C,,,0,,,11.3,,5.,,,,,,,,,,,,,,,"JPL 33",2457808.5,57808,2017-02-24.0,J2000,1.0035,-1414,4.967,33.71,350.69,287.91,0.00,,1.853e-05,2457644.77,2016-09-13.2,,,4.13,1.61e+03,1.48,,1.9e-05,7.5e+00,1.9e-05,3.9e-05,4.3e-05,2.8e-04,2.4e-05,,1.5e-07,2.1e-03,,HYP,"Otto Matic",1982,2014-05-19,2019-10-22,204,,,,.50833,,1.4e-07,2.3e-08,-1.2e-08,2.1e-08,3.5e-08,3.9e-09,,
1003388,"     C/2015 J1 (PANSTARRS)","2015 J1",PANSTARRS,C,,,0,,,7.5,12.3,11.25,5.,0.03,,,,,,,,,,,,,"JPL 12",2457242.5,57242,2015-08-08.0,J2000,1.0032,-1891,6.020,95.00,219.99,315.47,0.00,,1.198e-05,2456838.47,2014-06-29.9,,,5.26,2.05e+03,1.51,,9.2e-05,5.4e+01,2.0e-04,2.2e-04,5.4e-05,3.7e-03,2.1e-04,,5.2e-07,3.0e-02,,HYP,"Otto Matic",390,2015-05-14,2016-06-07,54,,,,.40584,,,,,,,,,
1003393,"     C/2015 K4 (PANSTARRS)","2015 K4",PANSTARRS,C,,,0,,,14.4,16.6,12.,5.,0.03,,,,,,,,,,,,,"JPL 11",2457181.5,57181,2015-06-08.0,J2000,1.0001,-1.792e+04,2.008,80.25,250.77,357.54,0.00,,4.108e-07,2457144.27,2015-05-01.7,,,0.994,387,3.32,,5.0e-04,8.0e+04,9.8e-05,6.1e-03,1.4e-03,1.3e-03,1.0e-04,,2.8e-06,2.3e-03,,HYP,"Otto Matic",51,2015-05-24,2015-07-14,134,,,,.63463,,,,,,,,,
1003399,"     C/2015 LC2 (PANSTARRS)","2015 LC2",PANSTARRS,C,,,0,,,10.2,,4.5,,,,,,,,,,,,,,,"JPL 29",2457704.5,57704,2016-11-12.0,J2000,1.0013,-4622,5.892,93.71,223.57,341.87,0.00,,3.137e-06,2457144.47,2015-05-01.9,,,4.93,1.92e+03,0.63,1.39,1.4e-05,5.2e+01,2.0e-05,3.8e-05,2.4e-05,3.3e-04,3.0e-05,,5.3e-08,3.3e-03,,HYP,"Otto Matic",1167,2015-06-07,2018-08-17,437,,,,.71292,,,,,,,,,
1003409,"     C/2015 T2 (PANSTARRS)","2015 T2",PANSTARRS,C,,,0,,,7.0,11.4,10.25,5.,0.03,,,,,,,,,,,,,"JPL 25",2457742.5,57742,2016-12-20.0,J2000,1.0004,-1.783e+04,6.935,124.54,51.06,30.77,-0.00,,4.141e-07,2457894.11,2017-05-20.6,,,6.03,2.35e+03,2.36,,1.9e-05,8.8e+02,1.8e-05,4.5e-05,2.7e-05,1.6e-04,4.7e-06,,3.1e-08,2.3e-03,,HYP,"Otto Matic",1448,2015-10-09,2019-09-26,214,,,,.48996,,,,,,,,,
1003414,"     C/2015 V1 (PANSTARRS)","2015 V1",PANSTARRS,C,,,0,,,8.3,10.5,8.,5.,0.03,,,,,,,,,,,,,"JPL 40",2457932.5,57932,2017-06-28.0,J2000,1.0006,-7693,4.267,139.23,197.19,179.65,-0.00,,1.461e-06,2458105.30,2017-12-17.8,,,3.27,1.27e+03,0.688,-1.94,2.9e-06,4.1e+01,1.6e-06,1.2e-05,1.2e-05,3.9e-05,2.0e-06,,1.2e-08,2.7e-04,,HYP,"Otto Matic",1317,2015-11-02,2019-06-11,2145,,,,.4821,,,,,,,,,
1003415,"     C/2015 V2 (Johnson)","2015 V2",Johnson,C,,,0,,,10.0,,4.5,,,,,,,,,,,,,,,"JPL 55",2457771.5,57771,2017-01-18.0,J2000,1.0017,-961.4,1.637,49.87,69.85,164.90,-0.00,,3.306e-05,2457916.85,2017-06-12.3,,,0.642,250,3.35,,7.6e-07,4.3e-01,5.5e-07,6.1e-06,8.4e-06,2.9e-05,3.2e-06,,2.2e-08,4.5e-05,,HYP,"Otto Matic",1750,2015-01-11,2019-10-27,5886,,,,.41136,,2.3e-08,4.0e-10,-4.2e-09,3.3e-10,-4.4e-09,1.8e-10,,
1003442,"     C/2015 VL62 (Lemmon-Yeung-PANSTARRS)","2015 VL62",Lemmon-Yeung-PANSTARRS,C,,,0,,,11.4,,5.,,,,,,,,,,,,,,,"JPL 25",2457829.5,57829,2017-03-17.0,J2000,1.0020,-1339,2.720,165.61,94.55,128.36,-0.00,,2.011e-05,2457994.09,2017-08-28.5,,,1.74,676,0.857,,1.7e-06,1.1e+00,8.1e-07,6.4e-06,3.8e-05,5.1e-05,4.2e-06,,2.5e-08,1.1e-04,,HYP,"Otto Matic",987,2015-11-02,2018-07-16,2115,,,,.5529,,,,,,,,,
1003419,"     C/2015 W1 (Gibbs)","2015 W1",Gibbs,C,,,0,,,12.7,15.2,9.5,5.,0.03,,,,,,,,,,,,,"JPL 17",2457389.5,57389,2016-01-02.0,J2000,1.0013,-1734,2.232,87.32,114.31,48.11,-0.00,,1.365e-05,2457525.69,2016-05-17.1,,,1.49,578,2.4,,1.8e-05,2.4e+01,1.2e-05,2.5e-04,1.8e-05,5.7e-04,3.8e-05,,2.8e-07,1.3e-03,,HYP,"Otto Matic",228,2015-11-18,2016-07-03,355,,,,.58494,,,,,,,,,
1003427,"     C/2015 XY1 (Lemmon)","2015 XY1",Lemmon,C,,,0,,,6.4,9.2,8.25,5.,0.03,,,,,,,,,,,,,"JPL 38",2458197.5,58197,2018-03-20.0,J2000,1.0040,-1973,7.928,148.85,281.62,196.35,-0.00,,1.125e-05,2458238.46,2018-04-29.9,,,6.95,2.71e+03,2.85,-1.76,1.2e-05,5.7e+00,1.3e-05,2.3e-05,2.3e-05,1.0e-04,2.0e-06,,4.8e-08,1.8e-03,,HYP,"Otto Matic",1782,2015-12-04,2020-10-20,741,,,,.61622,,,,,,,,,
1003425,"     C/2015 X5 (PANSTARRS)","2015 X5",PANSTARRS,C,,,0,,,6.6,11.4,10.5,5.,0.03,,,,,,,,,,,,,"JPL 34",2457945.5,57945,2017-07-11.0,J2000,1.0030,-2235,6.802,124.28,122.31,27.75,-0.00,,9.327e-06,2458118.54,2017-12-31.0,,,5.89,2.29e+03,1.86,-1.81,1.5e-05,1.1e+01,1.3e-05,3.7e-05,2.5e-05,1.4e-04,1.2e-05,,6.8e-08,1.9e-03,,HYP,"Otto Matic",1531,2015-12-06,2020-02-14,227,,,,.47863,,,,,,,,,
1003428,"     C/2015 X7 (ATLAS)","2015 X7",ATLAS,C,,,0,,,11.6,,6.,,,,,,,,,,,,,,,"JPL 22",2457653.5,57653,2016-09-22.0,J2000,1.0019,-1949,3.685,57.58,139.88,348.49,0.00,,1.145e-05,2457599.75,2016-07-30.2,,,2.71,1.06e+03,1.61,,6.9e-06,7.1e+00,2.9e-06,2.0e-05,1.4e-05,1.2e-04,3.4e-06,,6.3e-08,7.6e-04,,HYP,"Otto Matic",870,2015-01-28,2017-06-16,620,,,,.67893,,,,,,,,,
1003432,"     C/2016 A1 (PANSTARRS)","2016 A1",PANSTARRS,C,,,0,,,6.4,9.9,9.25,5.,0.03,,,,,,,,,,,,,"JPL 40",2458070.5,58070,2017-11-13.0,J2000,1.0020,-2708,5.328,121.19,128.17,10.32,-0.00,,6.996e-06,2458080.87,2017-11-23.3,,,4.35,1.69e+03,0.0671,-1.48,3.7e-06,5.1e+00,2.4e-06,1.2e-05,8.0e-06,3.9e-05,2.0e-07,,2.0e-08,3.9e-04,,HYP,"Otto Matic",1506,2016-01-01,2020-02-15,2143,,,,.54311,,,,,,,,,
1003450,"     C/2016 C1 (PANSTARRS)","2016 C1",PANSTARRS,C,,,0,,,6.5,10.2,8.5,5.,0.03,,,,,,,,,,,,,"JPL 23",2457967.5,57967,2017-08-02.0,J2000,1.0051,-1651,8.463,56.18,181.78,328.74,0.01,,1.469e-05,2457437.80,2016-02-19.2,,,7.56,2.94e+03,3.51,,3.3e-05,1.1e+01,5.3e-05,5.0e-05,2.3e-05,5.5e-04,7.5e-05,,1.4e-07,9.8e-03,,HYP,"Otto Matic",1563,2016-02-12,2020-05-24,236,,,,.56541,,,,,,,,,
1003455,"     C/2016 E1 (PANSTARRS)","2016 E1",PANSTARRS,C,,,0,,,6.9,11.1,9.5,5.,0.03,,,,,,,,,,,,,"JPL 16",2457852.5,57852,2017-04-09.0,J2000,1.0032,-2591,8.177,131.89,233.03,47.29,-0.00,,7.474e-06,2457905.62,2017-06-01.1,,,7.34,2.86e+03,3.61,,3.3e-05,2.7e+01,4.0e-05,5.4e-05,6.7e-05,3.5e-04,6.3e-06,,1.2e-07,6.1e-03,,HYP,"Otto Matic",1399,2016-03-03,2020-01-01,166,,,,.45561,,,,,,,,,
1003457,"     C/2016 E2 (Kowalski)","2016 E2",Kowalski,C,,,0,,,20.7,,4.75,,,,,,,,,,,,,,,"JPL 7",2457466.5,57466,2016-03-19.0,J2000,1.0002,-4749,1.075,136.00,186.67,321.97,0.00,,3.011e-06,2457425.18,2016-02-06.6,,,0.183,71.1,0.902,-0.885,4.9e-04,1.0e+04,8.5e-05,3.1e-03,1.2e-03,1.5e-02,4.0e-04,,9.7e-06,1.4e-02,,HYP,"Otto Matic",64,2016-03-06,2016-05-09,108,,,,.69782,,,,,,,,,
1003463,"     C/2016 J2 (Denneau)","2016 J2",Denneau,C,,,0,,,17.2,,4.5,,,,,,,,,,,,,,,"JPL 7",2457467.5,57467,2016-03-20.0,J2000,1.0006,-2340,1.519,130.35,186.18,318.49,-0.00,,8.706e-06,2457490.48,2016-04-11.9,,,0.653,254,1.49,-0.98,7.3e-06,2.6e+01,1.7e-06,8.7e-05,7.2e-05,1.7e-04,3.4e-06,,1.5e-07,2.3e-04,,HYP,"Otto Matic",345,2015-06-26,2016-06-05,85,,,,.81785,,,,,,,,,
1003468,"     C/2016 K1 (LINEAR)","2016 K1",LINEAR,C,,,0,,,8.9,16.2,22.,5.,0.03,,,,,,,,,,,,,"JPL 14",2457597.5,57597,2016-07-28.0,J2000,1.0003,-8359,2.292,90.85,325.70,18.25,0.00,,1.29e-06,2457582.88,2016-07-13.3,,,1.31,512,2.65,,1.6e-05,4.9e+02,4.3e-06,1.2e-04,7.6e-05,2.2e-04,1.7e-06,,1.1e-07,5.4e-04,,HYP,"Otto Matic",305,2016-05-31,2017-04-01,310,,,,.62361,,,,,,,,,
1003489,"     C/2016 U1 (NEOWISE)","2016 U1",NEOWISE,C,,,0,,,13.1,19.5,12.25,5.,0.03,,,,,,,,,,,,,"JPL 8",2457734.5,57734,2016-12-12.0,J2000,1.0003,-1262,0.319,46.43,61.43,162.75,-0.00,,2.199e-05,2457767.52,2017-01-14.0,,,0.589,229,0.811,0.489,1.3e-05,6.6e+01,5.1e-06,4.3e-04,5.4e-04,1.1e-03,5.7e-05,,1.7e-06,1.5e-04,,HYP,"Otto Matic",83,2016-10-21,2017-01-12,366,,,,.91278,,,,,,,,,
1003496,"     C/2017 B3 (LINEAR)","2017 B3",LINEAR,C,,,0,,,6.3,9.9,9.,5.,0.03,,,,,,,,,,,,,"JPL 50",2458788.5,58788,2019-11-01.0,J2000,1.0021,-1908,3.921,54.18,2.18,284.77,0.00,,1.182e-05,2458517.10,2019-02-02.5,,,3.35,1.3e+03,0.837,,1.6e-06,1.5e+00,5.8e-07,1.5e-05,9.0e-06,2.0e-05,3.7e-06,,1.4e-08,1.9e-04,,HYP,"Otto Matic",2129,2016-03-04,2022-01-01,1591,,,,.48856,,,,,,,,,
1003502,"     C/2017 D3 (ATLAS)","2017 D3",ATLAS,C,,,0,,,11.1,,4.5,,,,,,,,,,,,,,,"JPL 19",2458032.5,58032,2017-10-06.0,J2000,1.0024,-2040,4.971,125.57,186.62,340.77,0.00,,1.069e-05,2457870.24,2017-04-26.7,,,4.01,1.56e+03,0.307,-1.61,9.4e-06,7.8e+00,7.6e-06,3.2e-05,1.5e-05,1.9e-04,1.0e-05,,6.2e-08,1.6e-03,,HYP,"Otto Matic",788,2017-01-26,2019-03-25,523,,,,.67251,,,,,,,,,
1003504,"     C/2017 E1 (Borisov)","2017 E1",Borisov,C,,,0,,,14.0,16.5,32.,5.,0.03,,,,,,,,,,,,,"JPL 9",2457828.5,57828,2017-03-16.0,J2000,1.0026,-349.9,0.901,14.55,142.73,152.47,-0.00,,0.0001506,2457853.64,2017-04-10.1,,,0.0379,14.7,0.373,1.14,3.0e-05,4.1e+00,4.8e-06,5.6e-05,4.7e-04,5.4e-04,6.7e-05,,2.7e-06,2.2e-04,,HYP,"Otto Matic",116,2017-03-01,2017-06-25,183,,,,.74169,,,,,,,,,
1003507,"     C/2017 E3 (PANSTARRS)","2017 E3",PANSTARRS,C,,,0,,,5.7,10.3,10.25,5.,0.03,,,,,,,,,,,,,"JPL 25",2458203.5,58203,2018-03-26.0,J2000,1.0129,-459,5.926,70.72,220.74,334.28,0.03,,0.0001002,2457911.49,2017-06-06.9,,,5,1.95e+03,0.812,1.05,6.0e-06,2.1e-01,4.8e-06,2.6e-05,1.2e-05,8.1e-05,2.0e-05,,7.0e-08,9.0e-04,,HYP,"Otto Matic",2380,2013-12-14,2020-06-20,620,,,,.69111,,,,,,,,,
1003511,"     C/2017 F1 (Lemmon)","2017 F1",Lemmon,C,,,0,,,8.3,,13.75,,,,,,,,,,,,,,,"JPL 9",2457914.5,57914,2017-06-10.0,J2000,1.0041,-1095,4.500,146.48,158.74,64.81,-0.00,,2.719e-05,2458088.49,2017-11-30.9,,,3.68,1.43e+03,0.54,-2.18,3.4e-05,9.2e+00,2.1e-05,9.2e-05,1.7e-04,1.2e-03,6.0e-05,,3.4e-07,8.5e-03,,HYP,"Otto Matic",407,2017-02-04,2018-03-18,89,,,,.56828,,,,,,,,,
1003512,"     C/2017 F2 (PANSTARRS)","2017 F2",PANSTARRS,C,,,0,,,7.0,,11.5,,,,,,,,,,,,,,,"JPL 19",2457998.5,57998,2017-09-02.0,J2000,1.0052,-1333,6.928,42.51,38.67,134.90,-0.00,,2.024e-05,2458083.69,2017-11-26.1,,,6.06,2.36e+03,2.21,2.41,4.8e-05,1.2e+01,4.6e-05,8.3e-05,1.5e-04,1.0e-03,2.4e-05,,2.8e-07,1.4e-02,,HYP,"Otto Matic",705,2017-03-31,2019-03-06,73,,,,.59212,,,,,,,,,
1003516,"     C/2017 K1 (PANSTARRS)","2017 K1",PANSTARRS,C,,,0,,,6.9,11.6,10.25,5.,0.03,,,,,,,,,,,,,"JPL 15",2458239.5,58239,2018-05-01.0,J2000,1.0021,-3479,7.286,154.01,225.64,4.20,0.00,,4.802e-06,2458192.27,2018-03-14.7,,,6.28,2.44e+03,1.86,-2.99,3.1e-05,5.1e+01,3.5e-05,7.5e-05,5.5e-05,4.1e-04,5.0e-06,,1.1e-07,6.1e-03,,HYP,"Otto Matic",1364,2015-09-01,2019-05-27,138,,,,.57095,,,,,,,,,
1003517,"     C/2017 K2 (PANSTARRS)","2017 K2",PANSTARRS,C,,,0,,,8.6,,4.5,,,,,,,,,,,,,,,"JPL 137",2459333.5,59333,2021-04-29.0,J2000,1.0005,-3341,1.798,87.55,88.25,236.19,-0.00,,5.104e-06,2459933.28,2022-12-19.7,,,1.09,425,1.25,0.17,9.7e-07,6.0e+00,2.3e-06,8.6e-06,1.6e-05,7.8e-05,8.2e-06,,1.4e-08,1.5e-04,,HYP,"Otto Matic",4138,2013-05-12,2024-09-09,2111,,,,.48851,,3.3e-08,1.2e-09,-6.7e-09,3.9e-10,-9.1e-09,1.7e-10,,
1003520,"     C/2017 K5 (PANSTARRS)","2017 K5",PANSTARRS,C,,,0,,,6.6,,8.75,,,,,,,,,,,,,,,"JPL 16",2458542.5,58542,2019-02-28.0,J2000,1.0042,-1819,7.680,82.26,102.38,171.72,-0.00,,1.27e-05,2458930.96,2020-03-22.4,,,6.67,2.6e+03,2.51,0.468,3.5e-05,1.5e+01,4.3e-05,7.4e-05,4.7e-05,5.1e-04,6.1e-05,,1.6e-07,7.5e-03,,HYP,"Otto Matic",1139,2017-05-27,2020-07-09,116,,,,.53526,,,,,,,,,
1003524,"     C/2017 M4 (ATLAS)","2017 M4",ATLAS,C,,,0,,,9.4,,6.,,,,,,,,,,,,,,,"JPL 54",2458286.5,58286,2018-06-17.0,J2000,1.0011,-2997,3.252,105.66,65.87,167.65,-0.00,,6.006e-06,2458501.84,2019-01-18.3,,,2.26,878,2.06,-0.602,3.0e-06,8.2e+00,2.2e-06,9.3e-06,1.5e-05,6.9e-05,5.3e-06,,2.5e-08,2.9e-04,,HYP,"Otto Matic",1628,2017-06-16,2021-11-30,3296,,,,.52482,,9.0e-06,2.2e-07,1.1e-06,2.5e-07,2.2e-06,8.1e-08,,
1003525,"     C/2017 M5 (TOTAS)","2017 M5",TOTAS,C,,,0,,,6.6,11.1,10.75,5.,0.03,,,,,,,,,,,,,"JPL 22",2458231.5,58231,2018-04-23.0,J2000,1.0037,-1602,5.990,15.88,216.26,92.66,-0.00,,1.537e-05,2458272.44,2018-06-02.9,,,5.02,1.95e+03,1.8,,1.1e-05,4.8e+00,9.6e-06,1.4e-05,1.2e-04,1.7e-04,2.8e-06,,6.9e-08,1.4e-03,,HYP,"Otto Matic",1366,2016-03-06,2019-12-02,461,,,,.63688,,,,,,,,,
1003532,"     C/2017 S3 (PANSTARRS)","2017 S3",PANSTARRS,C,,,0,,,13.2,,8.25,,,,,,,,,,,,,,,"JPL 14",2458235.5,58235,2018-04-27.0,J2000,1.0001,-2674,0.208,99.04,171.04,255.89,-0.00,,7.129e-06,2458346.45,2018-08-15.9,,,0.294,114,3.84,-0.089,8.4e-07,2.9e+01,8.7e-07,4.5e-05,1.5e-04,1.6e-04,1.3e-05,,1.1e-07,4.4e-05,,HYP,"Otto Matic",351,2017-08-17,2018-08-03,986,,,,.59778,,,,,,,,,
