"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
1001684,"     C/1996 M3 (SOHO)","1996 M3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450255.6,50255,1996-06-21.1,J2000,1.0000,,0.006,136.59,355.33,79.79,,,,2450255.65,1996-06-21.1,,,,,,,,,,,,,,,,,,PAR,,0,1996-06-20,1996-06-20,5,,,,,T,,,,,,,,
1000155,"     C/1996 N1 (Brewington)","1996 N1",Brewington,C,,,0,,,11.9,17.8,16.5,5.,0.03,,,,,,,,,,,,,"JPL 16",2450304.5,50304,1996-08-09.0,J2000,1.0006,-1641,0.926,52.15,234.90,43.97,0.00,,1.483e-05,2450298.92,1996-08-03.4,,,0.0581,22.6,0.544,,7.7e-06,2.2e+01,8.8e-07,1.6e-04,1.2e-04,9.7e-05,1.7e-06,,3.0e-07,6.1e-05,,HYP,"Otto Matic",122,1996-07-04,1996-11-03,303,,,,.76853,,,,,,,,,
1001685,"     C/1996 N3 (SOHO)","1996 N3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450268.4,50268,1996-07-03.8,J2000,1.0000,,0.035,72.12,73.16,57.17,,,,2450268.35,1996-07-03.8,,,,,,,,,,,,,,,,,,PAR,,1,1996-07-03,1996-07-04,18,,,,,T,,,,,,,,
1001287,"     C/1996 O1 (SOHO)","1996 O1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450286.7,50286,1996-07-22.1,J2000,1.0000,,0.006,143.96,351.95,70.53,,,,2450286.68,1996-07-22.1,,,,,,,,,,,,,,,,,,PAR,,0,1996-07-21,1996-07-21,8,,,,,T,,,,,,,,
1001288,"     C/1996 O2 (SOHO)","1996 O2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450289.0,50288,1996-07-24.4,J2000,1.0000,,0.008,146.02,349.92,68.35,,,,2450288.96,1996-07-24.4,,,,,,,,,,,,,,,,,,PAR,,1,1996-07-23,1996-07-24,10,,,,,T,,,,,,,,
1001289,"     C/1996 O3 (SOHO)","1996 O3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450290.5,50290,1996-07-26.0,J2000,1.0000,,0.007,146.22,348.73,68.34,,,,2450290.52,1996-07-26.0,,,,,,,,,,,,,,,,,,PAR,,0,1996-07-25,1996-07-25,6,,,,,T,,,,,,,,
1001290,"     C/1996 O4 (SOHO)","1996 O4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450292.8,50292,1996-07-28.2,J2000,1.0000,,0.007,144.43,350.31,69.38,,,,2450292.77,1996-07-28.2,,,,,,,,,,,,,,,,,,PAR,,1,1996-07-27,1996-07-28,9,,,,,T,,,,,,,,
1000179,"     C/1996 P2 (Russell-Watson)","1996 P2",Russell-Watson,C,,,0,,,5.0,12.5,12,5,0.03,,,,,,,,,,,,,"JPL 17",2450406.5,50406,1996-11-19.0,J2000,1.0001,-2.401e+04,2.006,29.08,101.40,188.80,0.00,,2.649e-07,2450143.83,1996-03-01.3,,,0.993,386,2.22,,9.1e-06,2.6e+03,6.8e-06,2.8e-05,2.0e-04,2.3e-04,1.1e-05,,4.3e-08,1.6e-03,,HYP,"Otto Matic",1007,1995-05-02,1998-02-02,157,,,,.84915,,,,,,,,,
1001291,"     C/1996 Q2 (SOHO)","1996 Q2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450317.7,50317,1996-08-22.2,J2000,1.0000,,0.005,144.40,4.70,83.94,,,,2450317.71,1996-08-22.2,,,,,,,,,,,,,,,,,,PAR,,1,1996-08-20,1996-08-21,15,,,,,T,,,,,,,,
1001292,"     C/1996 Q3 (SOHO)","1996 Q3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450326.4,50326,1996-08-30.9,J2000,1.0000,,0.005,144.18,5.11,84.59,,,,2450326.43,1996-08-30.9,,,,,,,,,,,,,,,,,,PAR,,0,1996-08-30,1996-08-30,11,,,,,T,,,,,,,,
1001293,"     C/1996 R4 (SOHO)","1996 R4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450341.7,50341,1996-09-15.2,J2000,1.0000,,0.005,144.11,356.23,77.06,,,,2450341.72,1996-09-15.2,,,,,,,,,,,,,,,,,,PAR,,0,1996-09-14,1996-09-14,8,,,,,T,,,,,,,,
1002512,"     C/1996 R5 (SOHO)","1996 R5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450331.0,50330,1996-09-04.4,J2000,1.0000,,0.005,144.30,358.52,78.60,,,,2450330.98,1996-09-04.4,,,,,,,,,,,,,,,,,,PAR,,1,1996-09-03,1996-09-04,7,,,,,T,,,,,,,,
1001294,"     C/1996 S3 (SOHO)","1996 S3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450350.1,50350,1996-09-23.6,J2000,1.0000,,0.006,143.90,357.32,75.07,,,,2450350.12,1996-09-23.6,,,,,,,,,,,,,,,,,,PAR,,1,1996-09-22,1996-09-23,22,,,,,T,,,,,,,,
1001295,"     C/1996 V1 (SOHO)","1996 V1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450396.4,50396,1996-11-08.9,J2000,1.0000,,0.008,141.98,12.30,85.31,,,,2450396.43,1996-11-08.9,,,,,,,,,,,,,,,,,,PAR,,0,1996-11-08,1996-11-08,9,,,,,T,,,,,,,,
1001686,"     C/1996 V2 (SOHO)","1996 V2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450399.3,50399,1996-11-11.7,J2000,1.0000,,0.049,33.41,89.36,11.84,,,,2450399.28,1996-11-11.7,,,,,,,,,,,,,,,,,,PAR,,1,1996-11-11,1996-11-12,11,,,,,T,,,,,,,,
1001296,"     C/1996 X1 (SOHO)","1996 X1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450429.7,50429,1996-12-12.1,J2000,1.0000,,0.006,144.01,7.51,84.87,,,,2450429.69,1996-12-12.1,,,,,,,,,,,,,,,,,,PAR,,1,1996-12-10,1996-12-11,9,,,,,T,,,,,,,,
1001297,"     C/1996 X2 (SOHO)","1996 X2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450430.4,50430,1996-12-12.8,J2000,1.0000,,0.005,143.39,1.99,81.13,,,,2450430.39,1996-12-12.8,,,,,,,,,,,,,,,,,,PAR,,1,1996-12-11,1996-12-12,9,,,,,T,,,,,,,,
1002513,"     C/1996 X3 (SOHO)","1996 X3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450423.7,50423,1996-12-06.1,J2000,1.0000,,0.043,14.78,51.00,63.68,,,,2450423.67,1996-12-06.1,,,,,,,,,,,,,,,,,,PAR,,1,1996-12-05,1996-12-06,6,,,,,T,,,,,,,,
1002514,"     C/1996 X4 (SOHO)","1996 X4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450423.8,50423,1996-12-06.2,J2000,1.0000,,0.049,13.70,50.79,51.86,,,,2450423.78,1996-12-06.2,,,,,,,,,,,,,,,,,,PAR,,2,1996-12-05,1996-12-07,20,,,,,T,,,,,,,,
1002515,"     C/1996 X5 (SOHO)","1996 X5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450423.8,50423,1996-12-06.3,J2000,1.0000,,0.049,13.78,51.28,51.17,,,,2450423.83,1996-12-06.3,,,,,,,,,,,,,,,,,,PAR,,2,1996-12-05,1996-12-07,20,,,,,T,,,,,,,,
1001298,"     C/1996 Y1 (SOHO)","1996 Y1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450440.8,50440,1996-12-23.2,J2000,1.0000,,0.005,144.24,5.48,84.42,,,,2450440.76,1996-12-23.2,,,,,,,,,,,,,,,,,,PAR,,2,1996-12-21,1996-12-23,32,,,,,T,,,,,,,,
1001687,"     C/1996 Y2 (SOHO)","1996 Y2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450448.2,50448,1996-12-30.6,J2000,1.0000,,0.006,143.95,5.34,83.86,,,,2450448.16,1996-12-30.6,,,,,,,,,,,,,,,,,,PAR,,1,1996-12-29,1996-12-30,9,,,,,T,,,,,,,,
1000176,"     C/1997 A1 (NEAT)","1997 A1",NEAT,C,,,0,,,9.5,13.0,10,5,0.03,,,,,,,,,,,,,"JPL 29",2450521.5,50521,1997-03-14.0,J2000,1.0021,-1484,3.157,145.07,135.77,40.02,-0.00,,1.725e-05,2450619.10,1997-06-19.6,,,2.26,878,1.55,,9.9e-06,6.9e+00,4.6e-06,5.3e-05,3.2e-05,2.2e-04,1.2e-05,,1.2e-07,1.0e-03,,HYP,"Otto Matic",353,1997-01-09,1997-12-28,197,,,,.63651,,,,,,,,,
1001299,"     C/1997 B2 (SOHO)","1997 B2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450475.5,50475,1997-01-26.9,J2000,1.0000,,0.007,144.82,352.68,70.41,,,,2450475.45,1997-01-26.9,,,,,,,,,,,,,,,,,,PAR,,0,1997-01-26,1997-01-26,5,,,,,T,,,,,,,,
1001300,"     C/1997 B3 (SOHO)","1997 B3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450471.2,50471,1997-01-22.7,J2000,1.0000,,0.007,145.11,354.29,72.67,,,,2450471.21,1997-01-22.7,,,,,,,,,,,,,,,,,,PAR,,1,1997-01-21,1997-01-22,7,,,,,T,,,,,,,,
1001688,"     C/1997 B4 (SOHO)","1997 B4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450470.2,50470,1997-01-21.7,J2000,1.0000,,0.057,132.78,56.20,272.40,,,,2450470.25,1997-01-21.7,,,,,,,,,,,,,,,,,,PAR,,0,1997-01-21,1997-01-21,8,,,,,T,,,,,,,,
1002516,"     C/1997 B5 (SOHO)","1997 B5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450478.0,50478,1997-01-29.5,J2000,1.0000,,0.051,25.10,78.00,23.98,,,,2450478.01,1997-01-29.5,,,,,,,,,,,,,,,,,,PAR,,0,1997-01-29,1997-01-29,12,,,,,T,,,,,,,,
1002517,"     C/1997 B6 (SOHO)","1997 B6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450478.1,50478,1997-01-29.6,J2000,1.0000,,0.050,24.95,76.41,23.13,,,,2450478.11,1997-01-29.6,,,,,,,,,,,,,,,,,,PAR,,0,1997-01-29,1997-01-29,10,,,,,T,,,,,,,,
1002518,"     C/1997 B7 (SOHO)","1997 B7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450478.1,50478,1997-01-29.6,J2000,1.0000,,0.049,24.78,74.98,22.39,,,,2450478.15,1997-01-29.6,,,,,,,,,,,,,,,,,,PAR,,0,1997-01-29,1997-01-29,10,,,,,T,,,,,,,,
1000173,"     C/1997 D1 (Mueller)","1997 D1",Mueller,C,,,0,,,6.0,10.0,10,5,0.03,,,,,,,,,,,,,"JPL 30",2450642.5,50642,1997-07-13.0,J2000,1.0012,-1943,2.248,141.89,279.17,184.96,-0.00,,1.151e-05,2450733.12,1997-10-11.6,,,1.27,493,2.9,,3.6e-06,6.1e+00,9.3e-07,1.9e-05,2.9e-05,5.4e-05,4.9e-06,,5.4e-08,1.7e-04,,HYP,"Otto Matic",562,1997-02-17,1998-09-02,430,,,,.6128,,,,,,,,,
1001689,"     C/1997 E2 (SOHO)","1997 E2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450513.5,50513,1997-03-05.9,J2000,1.0000,,0.005,143.38,359.18,81.36,,,,2450513.47,1997-03-05.9,,,,,,,,,,,,,,,,,,PAR,,0,1997-03-05,1997-03-05,7,,,,,T,,,,,,,,
1001301,"     C/1997 G3 (SOHO)","1997 G3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450542.9,50542,1997-04-04.4,J2000,1.0000,,0.005,143.18,359.49,78.19,,,,2450542.94,1997-04-04.4,,,,,,,,,,,,,,,,,,PAR,,0,1997-04-04,1997-04-04,5,,,,,T,,,,,,,,
1001302,"     C/1997 G4 (SOHO)","1997 G4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450544.3,50544,1997-04-05.7,J2000,1.0000,,0.005,144.08,358.58,79.49,,,,2450544.29,1997-04-05.7,,,,,,,,,,,,,,,,,,PAR,,0,1997-04-05,1997-04-05,6,,,,,T,,,,,,,,
1001303,"     C/1997 G5 (SOHO)","1997 G5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450544.7,50544,1997-04-06.1,J2000,1.0000,,0.005,143.82,358.56,80.43,,,,2450544.67,1997-04-06.1,,,,,,,,,,,,,,,,,,PAR,,0,1997-04-05,1997-04-05,4,,,,,T,,,,,,,,
1001304,"     C/1997 G6 (SOHO)","1997 G6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450550.1,50550,1997-04-11.5,J2000,1.0000,,0.005,144.27,358.15,79.54,,,,2450550.06,1997-04-11.5,,,,,,,,,,,,,,,,,,PAR,,0,1997-04-11,1997-04-11,10,,,,,T,,,,,,,,
1001690,"     C/1997 G7 (SOHO)","1997 G7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450547.5,50547,1997-04-08.9,J2000,1.0000,,0.035,70.33,73.94,55.36,,,,2450547.47,1997-04-08.9,,,,,,,,,,,,,,,,,,PAR,,1,1997-04-08,1997-04-09,9,,,,,T,,,,,,,,
1001305,"     C/1997 H2 (SOHO)","1997 H2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450571.7,50571,1997-05-03.1,J2000,1.0000,,0.136,18.32,225.82,201.47,,,,2450571.67,1997-05-03.1,,,,,,,,,,,,,,,,,,PAR,,6,1997-04-29,1997-05-05,115,,,,,T,,,,,,,,
1001306,"     C/1997 H3 (SOHO)","1997 H3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450565.2,50565,1997-04-26.7,J2000,1.0000,,0.008,138.71,335.99,60.24,,,,2450565.20,1997-04-26.7,,,,,,,,,,,,,,,,,,PAR,,1,1997-04-25,1997-04-26,10,,,,,T,,,,,,,,
1001691,"     C/1997 H4 (SOHO)","1997 H4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450559.9,50559,1997-04-21.3,J2000,1.0000,,0.036,73.13,72.33,57.53,,,,2450559.86,1997-04-21.3,,,,,,,,,,,,,,,,,,PAR,,0,1997-04-21,1997-04-21,12,,,,,T,,,,,,,,
1001692,"     C/1997 H5 (SOHO)","1997 H5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450567.8,50567,1997-04-29.2,J2000,1.0000,,0.037,79.18,69.13,56.95,,,,2450567.77,1997-04-29.2,,,,,,,,,,,,,,,,,,PAR,,0,1997-04-29,1997-04-29,5,,,,,T,,,,,,,,
1000170,"     C/1997 J2 (Meunier-Dupouy)","1997 J2",Meunier-Dupouy,C,,,0,,,8.4,,4.5,,,,,,,,,,,,,,,"JPL 53",2450835.5,50835,1998-01-22.0,J2000,1.0006,-5465,3.051,91.27,148.84,122.67,-0.00,,2.439e-06,2450882.93,1998-03-10.4,,,2.41,937,0.905,,2.5e-06,2.4e+01,8.8e-07,1.1e-05,1.1e-05,3.7e-05,7.7e-07,,1.6e-08,1.9e-04,,HYP,"Otto Matic",887,1997-05-05,1999-10-09,1420,,,,.72118,,,,,,,,,
1001307,"     C/1997 J3 (SOHO)","1997 J3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450579.2,50579,1997-05-10.7,J2000,1.0000,,0.009,146.83,334.41,60.73,,,,2450579.25,1997-05-10.7,,,,,,,,,,,,,,,,,,PAR,,0,1997-05-10,1997-05-10,7,,,,,T,,,,,,,,
1001308,"     C/1997 J4 (SOHO)","1997 J4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450579.3,50579,1997-05-10.8,J2000,1.0000,,0.009,138.93,23.14,89.37,,,,2450579.34,1997-05-10.8,,,,,,,,,,,,,,,,,,PAR,,0,1997-05-10,1997-05-10,6,,,,,T,,,,,,,,
1001693,"     C/1997 J5 (SOHO)","1997 J5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450571.9,50571,1997-05-03.3,J2000,1.0000,,0.008,138.67,331.00,57.56,,,,2450571.86,1997-05-03.3,,,,,,,,,,,,,,,,,,PAR,,0,1997-05-02,1997-05-02,10,,,,,T,,,,,,,,
1001309,"     C/1997 K1 (SOHO)","1997 K1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450601.1,50601,1997-06-01.5,J2000,1.0000,,0.006,143.58,1.54,80.84,,,,2450601.08,1997-06-01.5,,,,,,,,,,,,,,,,,,PAR,,1,1997-05-31,1997-06-01,18,,,,,T,,,,,,,,
1001310,"     C/1997 K2","1997 K2",,C,,,0,,,,,,,,,,,,,,,,,,,,"JPL 4",2450621.5,50621,1997-06-22.0,J2000,1.0000,,1.545,127.86,173.74,245.45,,,,2450624.83,1997-06-25.3,,,0.869,338,0.0339,,1.8e-01,,1.9e-02,4.8e-01,4.4e-01,9.3e-01,,,,9.9e-01,,PAR,"Otto Matic",56,1997-05-24,1997-07-19,3,,,,.18212,T,,,,,,,,
1001311,"     C/1997 K3 (SOHO)","1997 K3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450594.9,50594,1997-05-26.3,J2000,1.0000,,0.008,144.45,4.71,83.71,,,,2450594.85,1997-05-26.3,,,,,,,,,,,,,,,,,,PAR,,1,1997-05-25,1997-05-26,5,,,,,T,,,,,,,,
1001312,"     C/1997 K4 (SOHO)","1997 K4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450600.7,50600,1997-06-01.2,J2000,1.0000,,0.006,142.75,12.54,89.31,,,,2450600.74,1997-06-01.2,,,,,,,,,,,,,,,,,,PAR,,0,1997-05-31,1997-05-31,5,,,,,T,,,,,,,,
1001313,"     C/1997 K5 (SOHO)","1997 K5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450589.1,50589,1997-05-20.6,J2000,1.0000,,0.009,137.60,346.20,67.60,,,,2450589.10,1997-05-20.6,,,,,,,,,,,,,,,,,,PAR,,0,1997-05-20,1997-05-20,2,,,,,T,,,,,,,,
1001314,"     C/1997 K6 (SOHO)","1997 K6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450600.0,50600,1997-05-31.5,J2000,1.0000,,0.006,143.19,8.82,86.63,,,,2450600.04,1997-05-31.5,,,,,,,,,,,,,,,,,,PAR,,0,1997-05-31,1997-05-31,3,,,,,T,,,,,,,,
1001315,"     C/1997 K7 (SOHO)","1997 K7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450600.7,50600,1997-06-01.2,J2000,1.0000,,0.009,139.41,356.14,72.09,,,,2450600.74,1997-06-01.2,,,,,,,,,,,,,,,,,,PAR,,0,1997-05-31,1997-05-31,6,,,,,T,,,,,,,,
1001316,"     C/1997 L2 (SOHO)","1997 L2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450610.4,50610,1997-06-10.8,J2000,1.0000,,0.038,71.69,72.62,57.30,,,,2450610.37,1997-06-10.8,,,,,,,,,,,,,,,,,,PAR,,0,1997-06-10,1997-06-10,16,,,,,T,,,,,,,,
1001317,"     C/1997 L3 (SOHO)","1997 L3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450613.3,50613,1997-06-13.8,J2000,1.0000,,0.008,138.69,335.94,60.48,,,,2450613.33,1997-06-13.8,,,,,,,,,,,,,,,,,,PAR,,1,1997-06-12,1997-06-13,17,,,,,T,,,,,,,,
1001318,"     C/1997 L4 (SOHO)","1997 L4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450615.4,50615,1997-06-15.8,J2000,1.0000,,0.005,143.96,358.09,78.08,,,,2450615.38,1997-06-15.8,,,,,,,,,,,,,,,,,,PAR,,1,1997-06-14,1997-06-15,29,,,,,T,,,,,,,,
1001319,"     C/1997 L5 (SOHO)","1997 L5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450612.0,50612,1997-06-12.5,J2000,1.0000,,0.008,146.13,356.96,76.37,,,,2450612.05,1997-06-12.5,,,,,,,,,,,,,,,,,,PAR,,0,1997-06-12,1997-06-12,6,,,,,T,,,,,,,,
1001320,"     C/1997 M1 (SOHO)","1997 M1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450630.4,50630,1997-06-30.9,J2000,1.0000,,0.009,138.64,334.34,58.50,,,,2450630.41,1997-06-30.9,,,,,,,,,,,,,,,,,,PAR,,1,1997-06-29,1997-06-30,12,,,,,T,,,,,,,,
1001321,"     C/1997 M3 (SOHO)","1997 M3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450628.4,50628,1997-06-28.9,J2000,1.0000,,0.006,146.10,354.23,73.08,,,,2450628.44,1997-06-28.9,,,,,,,,,,,,,,,,,,PAR,,0,1997-06-28,1997-06-28,5,,,,,T,,,,,,,,
1001322,"     C/1997 M4 (SOHO)","1997 M4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450617.6,50617,1997-06-18.0,J2000,1.0000,,0.006,145.98,331.22,51.70,,,,2450617.57,1997-06-18.0,,,,,,,,,,,,,,,,,,PAR,,0,1997-06-17,1997-06-17,4,,,,,T,,,,,,,,
1001323,"     C/1997 M5 (SOHO)","1997 M5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2450619.5,50619,1997-06-20.0,J2000,1.0000,,0.006,127.42,351.32,71.88,,,,2450619.50,1997-06-20.0,,,,,,,,,,,,,,,,,,PAR,,0,1997-06-19,1997-06-19,4,,,,,T,,,,,,,,
1000209,"     C/1997 N1 (Tabur)","1997 N1",Tabur,C,,,0,,,12.1,,6.25,,,,,,,,,,,,,,,"JPL 11",2450642.5,50642,1997-07-13.0,J2000,1.0002,-2447,0.396,85.96,147.61,344.18,-0.00,,8.14e-06,2450675.98,1997-08-15.4,,,0.581,226,1.36,,1.3e-04,2.0e+03,6.8e-05,1.3e-03,1.5e-03,9.5e-03,3.3e-04,,9.9e-06,9.5e-04,,HYP,"Otto Matic",25,1997-07-03,1997-07-28,65,,,,.71974,,,,,,,,,
